,gram_count,document_count,Average_freq
and produce,1,1,1.0
produce imbalanced,1,1,1.0
data however,1,1,1.0
however because,1,1,1.0
the complex,1,1,1.0
complex characteristics,1,1,1.0
data many,1,1,1.0
many solutions,1,1,1.0
solutions struggle,1,1,1.0
struggle to,1,1,1.0
provide robust,1,1,1.0
robust efﬁciency,1,1,1.0
efﬁciency in,1,1,1.0
applications in,3,1,3.0
an effort,1,1,1.0
effort to,1,1,1.0
address this,1,1,1.0
paper presents,1,1,1.0
presents ranked,1,1,1.0
minority sampling,3,2,1.5
boosting ramoboost,1,1,1.0
ramoboost which,2,1,2.0
a ramo,2,1,2.0
ramo technique,2,1,2.0
technique based,1,1,1.0
of adaptive,1,1,1.0
an ensemble,2,1,2.0
system brieﬂy,1,1,1.0
brieﬂy ramoboost,1,1,1.0
ramoboost adaptively,2,1,2.0
adaptively ranks,1,1,1.0
ranks minority,1,1,1.0
instances at,1,1,1.0
at each,8,1,8.0
each learning,1,1,1.0
learning iteration,1,1,1.0
iteration according,1,1,1.0
a sampling,2,1,2.0
sampling probability,3,1,3.0
distribution that,1,1,1.0
underlying data,1,1,1.0
can adaptively,2,1,2.0
adaptively shift,3,1,3.0
shift the,4,1,4.0
boundary toward,4,1,4.0
toward minori,1,1,1.0
minori ty,2,2,1.0
ty and,1,1,1.0
a hypothesis,2,1,2.0
hypothesis assessment,1,1,1.0
assessment procedure,1,1,1.0
procedure simulation,1,1,1.0
simulation analysis,2,1,2.0
analysis on,2,1,2.0
datasets assessed,1,1,1.0
assessed over,1,1,1.0
various overall,1,1,1.0
and receiver,1,1,1.0
receiver operation,1,1,1.0
operation characteristic,1,1,1.0
characteristic used,1,1,1.0
to illustrate,2,1,2.0
illustrate the,4,1,4.0
the effectiveness,3,1,3.0
effectiveness of,2,1,2.0
method index,1,1,1.0
t adaptive,1,1,1.0
adaptive boosting,1,1,1.0
boosting data,1,1,1.0
mining ensemble,1,1,1.0
ensemble ing,1,1,1.0
ing imbalanced,1,1,1.0
data i,1,1,1.0
i ntroduction,1,1,1.0
ntroduction l,1,1,1.0
l earning,2,1,2.0
earning from,1,1,1.0
imbalanced da,1,1,1.0
da ta,1,1,1.0
ta imbalanced,1,1,1.0
a criti,1,1,1.0
criti cal,1,1,1.0
cal and,1,1,1.0
and signiﬁcant,1,1,1.0
signiﬁcant research,1,1,1.0
research issue,1,1,1.0
of today,1,1,1.0
today s,1,1,1.0
s applications,1,1,1.0
as ﬁnancial,1,1,1.0
ﬁnancial engineering,1,1,1.0
engineering anom,1,1,1.0
anom aly,1,1,1.0
aly detection,1,1,1.0
detection biomedical,1,1,1.0
biomedical data,2,1,2.0
and many,1,1,1.0
many others,1,1,1.0
others the,1,1,1.0
amount and,1,1,1.0
and complexity,1,1,1.0
of raw,1,1,1.0
raw data,1,1,1.0
is captured,1,1,1.0
captured to,1,1,1.0
to monitor,1,1,1.0
monitor analyze,1,1,1.0
analyze and,1,1,1.0
support making,1,1,1.0
making processes,1,1,1.0
processes continue,1,1,1.0
continue to,1,1,1.0
to grow,1,1,1.0
grow at,1,1,1.0
at an,1,1,1.0
an incredible,1,1,1.0
incredible rate,1,1,1.0
rate consequently,1,1,1.0
consequently this,1,1,1.0
this enhances,1,1,1.0
enhances the,1,1,1.0
capacity for,1,1,1.0
for computationally,1,1,1.0
computationally intelligent,1,1,1.0
intelligent methods,1,1,1.0
to play,1,1,1.0
play an,1,1,1.0
an essential,1,1,1.0
essential role,1,1,1.0
applications involving,1,1,1.0
large amounts,1,1,1.0
amounts of,1,1,1.0
data on,1,1,1.0
hand these,1,1,1.0
these opportunities,1,1,1.0
opportunities also,1,1,1.0
also raise,1,1,1.0
raise many,1,1,1.0
many new,1,1,1.0
new challenges,1,1,1.0
research community,1,1,1.0
community in,2,1,2.0
general generally,1,1,1.0
generally speaking,1,1,1.0
speaking any,1,1,1.0
any dataset,1,1,1.0
between its,1,1,1.0
its classes,1,1,1.0
considered imbalanced,1,1,1.0
applications datasets,1,1,1.0
datasets exhibiting,1,1,1.0
exhibiting severe,1,1,1.0
severe ances,1,1,1.0
ances are,1,1,1.0
of great,1,1,1.0
great interest,1,1,1.0
interest since,1,1,1.0
they generally,1,1,1.0
generally present,1,1,1.0
present icant,1,1,1.0
icant difﬁculties,1,1,1.0
difﬁculties for,1,1,1.0
learning mechanisms,1,1,1.0
mechanisms typical,1,1,1.0
typical imbalance,1,1,1.0
imbalance manuscript,1,1,1.0
manuscript received,1,1,1.0
received february,1,1,1.0
february revised,1,1,1.0
revised november,1,1,1.0
november march,1,1,1.0
march august,1,1,1.0
august and,1,1,1.0
and august,1,1,1.0
august accepted,1,1,1.0
accepted august,1,1,1.0
august date,2,1,2.0
date of,2,1,2.0
of publication,1,1,1.0
publication august,1,1,1.0
of current,1,1,1.0
current version,1,1,1.0
version october,1,1,1.0
october chen,1,1,1.0
garcia are,1,1,1.0
of electrical,5,1,5.0
electrical and,3,1,3.0
and computer,3,1,3.0
computer engineering,3,1,3.0
engineering stevens,2,1,2.0
stevens institute,5,1,5.0
institute of,5,1,5.0
technology hoboken,4,1,4.0
hoboken nj,4,1,4.0
nj usa,1,1,1.0
usa egarcia,1,1,1.0
egarcia he,1,1,1.0
he is,4,1,4.0
electrical computer,2,1,2.0
and biomedical,2,1,2.0
biomedical engineering,2,1,2.0
engineering university,2,1,2.0
of rhode,2,1,2.0
rhode island,2,1,2.0
island kingston,2,1,2.0
kingston ri,1,1,1.0
ri usa,1,1,1.0
usa he,1,1,1.0
he color,1,1,1.0
color versions,1,1,1.0
the ﬁgures,1,1,1.0
ﬁgures in,1,1,1.0
available online,1,1,1.0
online at,1,1,1.0
at http,1,1,1.0
http digital,1,1,1.0
digital object,1,1,1.0
object identiﬁer,1,1,1.0
identiﬁer ratios,1,1,1.0
ratios can,1,1,1.0
can range,1,1,1.0
range from,1,1,1.0
from in,1,1,1.0
detection problems,2,1,2.0
problems to,3,1,3.0
in physics,1,1,1.0
physics event,2,1,2.0
event classiﬁcation,2,1,2.0
classiﬁcation however,1,1,1.0
however imbalances,1,1,1.0
imbalances of,1,1,1.0
this form,1,1,1.0
form are,1,1,1.0
are just,2,1,2.0
just one,1,1,1.0
one aspect,1,1,1.0
imbalance learning,1,1,1.0
problem generally,1,1,1.0
generally manifests,1,1,1.0
manifests itself,1,1,1.0
itself in,1,1,1.0
two forms,1,1,1.0
forms relative,1,1,1.0
relative imbalances,4,1,4.0
and absolute,2,1,2.0
absolute imbalances,4,1,4.0
imbalances absolute,1,1,1.0
imbalances arise,1,1,1.0
where minority,1,1,1.0
minority exampl,1,1,1.0
exampl es,1,1,1.0
es are,1,1,1.0
are deﬁnitively,1,1,1.0
deﬁnitively scarce,1,1,1.0
scarce and,1,1,1.0
and underrepresented,1,1,1.0
underrepresented whereas,1,1,1.0
whereas relative,1,1,1.0
are indicative,1,1,1.0
indicative of,1,1,1.0
which minority,1,1,1.0
are well,1,1,1.0
well represented,1,1,1.0
represented but,1,1,1.0
but remain,1,1,1.0
remain severely,1,1,1.0
severely outnumbere,1,1,1.0
outnumbere d,1,1,1.0
d by,1,1,1.0
by majority,1,1,1.0
examples some,1,1,1.0
the degradation,1,1,1.0
degradation of,1,1,1.0
of classiﬁcation,1,1,1.0
classiﬁcation performance,6,1,6.0
performance attributed,1,1,1.0
necessarily the,1,1,1.0
of relative,1,1,1.0
rather due,1,1,1.0
the lack,1,1,1.0
of representative,1,1,1.0
representative examples,1,1,1.0
examples absolute,1,1,1.0
particular for,1,1,1.0
that contains,1,1,1.0
contains several,1,1,1.0
several the,1,1,1.0
examples over,1,1,1.0
class concepts,1,1,1.0
concepts may,1,1,1.0
yield clusters,1,1,1.0
with insufﬁcient,1,1,1.0
insufﬁcient representative,1,1,1.0
representative exa,1,1,1.0
exa mples,1,1,1.0
mples to,1,1,1.0
a classiﬁcation,2,1,2.0
classiﬁcation rule,1,1,1.0
rule this,1,1,1.0
of concept,1,1,1.0
concept data,1,1,1.0
representation within,1,1,1.0
also known,1,1,1.0
was veriﬁed,1,1,1.0
veriﬁed to,1,1,1.0
handle than,1,1,1.0
than datasets,1,1,1.0
with only,1,1,1.0
only homogeneous,1,1,1.0
homogeneous concepts,1,1,1.0
concepts for,1,1,1.0
class logically,1,1,1.0
logically it,1,1,1.0
it would,1,1,1.0
would follow,1,1,1.0
follow that,1,1,1.0
that solutions,1,1,1.0
solutions targeted,1,1,1.0
targeted at,1,1,1.0
at both,1,1,1.0
both relative,1,1,1.0
relative and,1,1,1.0
imbalances would,1,1,1.0
more adept,1,1,1.0
adept to,1,1,1.0
handling a,1,1,1.0
wide spectrum,1,1,1.0
spectrum of,1,1,1.0
learning problems,8,1,8.0
this end,3,1,3.0
end this,1,1,1.0
proposes ramoboost,1,1,1.0
technique embedded,1,1,1.0
embedded with,1,1,1.0
boosting procedure,4,1,4.0
to facilitate,4,1,4.0
facilitate learning,2,1,2.0
imbalanced datase,1,1,1.0
datase ts,2,2,1.0
ts based,1,1,1.0
an integration,1,1,1.0
learning ramoboost,1,1,1.0
ramoboost tematically,1,1,1.0
tematically generates,1,1,1.0
class ratios,1,1,1.0
ratios of,1,1,1.0
of surrounding,1,1,1.0
surrounding nearest,1,1,1.0
underlying training,1,1,1.0
distribution unlike,1,1,1.0
unlike many,1,1,1.0
many existing,1,1,1.0
existing approaches,4,1,4.0
use uniform,1,1,1.0
sampling distributions,1,1,1.0
distributions ramoboost,1,1,1.0
adaptively adjusts,1,1,1.0
sampling weights,2,1,2.0
examples according,1,1,1.0
their data,1,1,1.0
data distributions,1,1,1.0
moreover by,1,1,1.0
by integrating,1,1,1.0
integrating the,1,1,1.0
the ensemble,2,1,2.0
learning methodology,2,1,2.0
methodology ramoboost,1,1,1.0
ramoboost adopts,2,1,2.0
adopts an,1,1,1.0
iterative learning,1,1,1.0
learning dure,1,1,1.0
dure that,1,1,1.0
that assesses,1,1,1.0
assesses the,1,1,1.0
hypothesis developed,1,1,1.0
developed at,1,1,1.0
each boosting,3,1,3.0
boosting iteration,3,1,3.0
iteration to,1,1,1.0
to adaptively,3,1,3.0
on those,2,1,2.0
those instances,1,1,1.0
classes we,1,1,1.0
we organize,1,1,1.0
organize the,1,1,1.0
paper as,1,1,1.0
follows in,1,1,1.0
ii we,1,1,1.0
brief review,1,1,1.0
the art,1,1,1.0
art techniques,1,1,1.0
the community,1,1,1.0
community to,1,1,1.0
iii we,2,1,2.0
we discuss,1,1,1.0
discuss the,2,1,2.0
the motivation,1,1,1.0
motivation behind,1,1,1.0
the ramoboost,10,1,10.0
ramoboost framework,2,1,2.0
framework and,1,1,1.0
and present,1,1,1.0
present ieeechen,1,1,1.0
ieeechen et,1,1,1.0
al ranked,9,1,9.0
boosting the,2,1,2.0
computational complexity,4,1,4.0
complexity analysis,2,1,2.0
proposed ramoboost,4,1,4.0
ramoboost algorithms,1,1,1.0
algorithms is,2,1,2.0
also presented,2,1,2.0
section in,2,1,2.0
iv simulation,2,1,2.0
on world,1,1,1.0
world machine,1,1,1.0
learning datasets,1,1,1.0
are provided,2,1,2.0
provided to,1,1,1.0
method details,1,1,1.0
details of,2,1,2.0
of experimental,2,1,2.0
experimental parameters,1,1,1.0
parameters and,2,1,2.0
and evaluation,1,1,1.0
finally a,1,1,1.0
a conclusion,1,1,1.0
conclusion and,1,1,1.0
and brief,1,1,1.0
on future,1,1,1.0
future research,2,1,2.0
research directions,2,1,2.0
directions are,1,1,1.0
ii r,1,1,1.0
r elated,1,1,1.0
elated works,1,1,1.0
works a,1,1,1.0
a comprehensive,2,1,2.0
comprehensive review,1,1,1.0
data including,1,1,1.0
the rt,1,1,1.0
rt approaches,1,1,1.0
the assessment,2,1,2.0
assessment metrics,7,1,7.0
the major,2,1,2.0
major opportunities,1,1,1.0
opportunities and,1,1,1.0
challenges has,1,1,1.0
been presented,1,1,1.0
in interested,1,1,1.0
interested readers,1,1,1.0
readers can,1,1,1.0
can refer,2,1,2.0
that article,1,1,1.0
article for,1,1,1.0
details in,1,1,1.0
a focused,1,1,1.0
focused review,1,1,1.0
four major,1,1,1.0
major categories,1,1,1.0
categories of,1,1,1.0
research activity,1,1,1.0
activity in,1,1,1.0
methods building,1,1,1.0
building on,1,1,1.0
the foundation,1,1,1.0
foundation of,1,1,1.0
random simple,1,1,1.0
simple pling,1,1,1.0
pling and,1,1,1.0
undersampling techniques,1,1,1.0
techniques researchers,1,1,1.0
researchers have,1,1,1.0
have oped,1,1,1.0
oped advanced,1,1,1.0
the shortcomings,1,1,1.0
shortcomings of,1,1,1.0
these basic,1,1,1.0
as overﬁtting,1,1,1.0
overﬁtting and,1,1,1.0
information loss,1,1,1.0
loss for,1,1,1.0
oversampling nique,1,1,1.0
nique smote,1,1,1.0
algorithm was,1,1,1.0
of every,1,1,1.0
and generates,1,1,1.0
by calculating,2,1,2.0
calculating linear,1,1,1.0
linear interpolations,1,1,1.0
interpolations between,1,1,1.0
between an,1,1,1.0
an original,1,1,1.0
original minority,3,1,3.0
a randomly,1,1,1.0
selected neighbor,1,1,1.0
neighbor expanding,1,1,1.0
expanding on,1,1,1.0
smote framework,1,1,1.0
algorithm locates,2,1,2.0
locates those,1,1,1.0
those minority,2,1,2.0
that reside,1,1,1.0
reside along,1,1,1.0
the borders,1,1,1.0
borders between,1,1,1.0
classes other,1,1,1.0
other popular,1,1,1.0
popular approaches,1,1,1.0
approaches include,1,1,1.0
learning adaboost,1,1,1.0
adaboost in,1,1,1.0
in junction,1,1,1.0
junction with,1,1,1.0
and jittering,1,1,1.0
jittering of,1,1,1.0
approach and,1,1,1.0
the integration,1,1,1.0
links and,1,1,1.0
and edited,1,1,1.0
neighbor since,1,1,1.0
aforementioned sampling,1,1,1.0
sampling algorithms,1,1,1.0
algorithms solely,1,1,1.0
solely focus,1,1,1.0
on relative,1,1,1.0
imbalances various,1,1,1.0
various approaches,1,1,1.0
approaches were,1,1,1.0
were proposed,1,1,1.0
to explicitly,1,1,1.0
explicitly address,1,1,1.0
imbalance issue,1,1,1.0
issue some,1,1,1.0
the important,1,1,1.0
important works,1,1,1.0
works include,1,1,1.0
oversampling algorithm,1,1,1.0
algorithm support,1,1,1.0
and others,2,1,2.0
others learning,2,1,2.0
methods learning,1,1,1.0
methods typically,1,1,1.0
typically employ,1,1,1.0
of cost,1,1,1.0
cost matrices,1,1,1.0
matrices to,1,1,1.0
to estimate,1,1,1.0
estimate the,1,1,1.0
the costs,1,1,1.0
costs of,1,1,1.0
different classiﬁcation,1,1,1.0
classiﬁcation errors,1,1,1.0
errors these,1,1,1.0
shown great,1,1,1.0
great success,1,1,1.0
success when,1,1,1.0
when applied,1,1,1.0
was presented,1,1,1.0
presented to,2,1,2.0
to induce,2,1,2.0
induce trees,2,1,2.0
the asymmetric,1,1,1.0
asymmetric adaboost,2,1,2.0
adaboost method,1,1,1.0
handle face,1,1,1.0
face detection,1,1,1.0
the skewed,2,1,2.0
ratio can,1,1,1.0
quite high,1,1,1.0
high the,1,1,1.0
the adacost,1,1,1.0
adacost method,1,1,1.0
in combines,1,1,1.0
combines learning,1,1,1.0
with ing,1,1,1.0
ing by,1,1,1.0
by referring,1,1,1.0
referring to,1,1,1.0
matrix adacost,1,1,1.0
adacost assigns,1,1,1.0
assigns different,1,1,1.0
different cost,1,1,1.0
cost values,1,1,1.0
values to,1,1,1.0
to misclassiﬁed,1,1,1.0
misclassiﬁed minority,1,1,1.0
the trained,2,1,2.0
trained hypothesis,3,1,3.0
hypothesis at,2,1,2.0
iteration loop,5,1,5.0
loop other,1,1,1.0
other examples,2,1,2.0
learning include,1,1,1.0
cost framework,1,1,1.0
framework neural,1,1,1.0
network sensitive,1,1,1.0
sensitive support,1,1,1.0
machines svms,1,1,1.0
methods methods,1,1,1.0
have recently,1,1,1.0
recently become,1,1,1.0
become very,1,1,1.0
popular across,1,1,1.0
across various,2,1,2.0
various ﬁelds,1,1,1.0
ﬁelds including,1,1,1.0
including imbalanced,1,1,1.0
in eral,1,1,1.0
eral methods,1,1,1.0
methods fac,1,1,1.0
fac ilitate,1,1,1.0
ilitate learning,1,1,1.0
by maximizing,1,1,1.0
maximizing the,1,1,1.0
separation margin,1,1,1.0
margin between,1,1,1.0
between concepts,1,1,1.0
concepts in,1,1,1.0
in linearly,1,1,1.0
separable feature,1,1,1.0
instance the,2,1,2.0
alignment gorithm,1,1,1.0
gorithm was,1,1,1.0
which imbalanced,1,1,1.0
as information,1,1,1.0
information prior,1,1,1.0
prior to,1,1,1.0
to adjusting,1,1,1.0
facilitate svm,1,1,1.0
svm learning,1,1,1.0
for improved,2,1,2.0
improved prediction,1,1,1.0
accuracy another,1,1,1.0
another example,1,1,1.0
learning presents,1,1,1.0
presents a,1,1,1.0
kernel classiﬁer,1,1,1.0
classiﬁer construction,1,1,1.0
construction algorithm,1,1,1.0
algorithm using,1,1,1.0
using orthogonal,1,1,1.0
orthogonal ward,1,1,1.0
ward selection,1,1,1.0
selection to,1,1,1.0
to optimize,1,1,1.0
optimize the,1,1,1.0
the generalization,1,1,1.0
generalization model,1,1,1.0
problems this,1,1,1.0
the regularized,1,1,1.0
regularized orthogonal,1,1,1.0
orthogonal weighted,1,1,1.0
weighted least,1,1,1.0
squares method,1,1,1.0
model selection,1,1,1.0
selection criterion,1,1,1.0
criterion of,1,1,1.0
of maximal,1,1,1.0
maximal area,1,1,1.0
auc of,6,1,6.0
the receiver,1,1,1.0
characteristic roc,1,1,1.0
roc graph,2,1,2.0
graph active,1,1,1.0
active learning,7,1,7.0
methods active,1,1,1.0
were originally,1,1,1.0
originally developed,1,1,1.0
from datasets,1,1,1.0
with unl,1,1,1.0
unl abeled,1,1,1.0
abeled instances,1,1,1.0
instances recently,1,1,1.0
recently tive,1,1,1.0
tive learning,1,1,1.0
have found,1,1,1.0
found increased,1,1,1.0
increased use,1,1,1.0
learning applications,1,1,1.0
applications fo,1,1,1.0
fo r,2,1,2.0
r example,1,1,1.0
example an,1,1,1.0
learning approach,1,1,1.0
datasets was,1,1,1.0
locates the,1,1,1.0
most informative,2,1,2.0
informative sample,1,1,1.0
sample by,1,1,1.0
by evaluating,1,1,1.0
evaluating a,1,1,1.0
small ﬁxed,1,1,1.0
ﬁxed number,1,1,1.0
of randomly,1,1,1.0
examples instead,1,1,1.0
the entire,3,1,3.0
entire dataset,2,1,2.0
the stopping,1,1,1.0
stopping condition,1,1,1.0
for active,1,1,1.0
active l,1,1,1.0
earning applications,1,1,1.0
in word,1,1,1.0
word sense,2,1,2.0
sense disambiguation,2,1,2.0
disambiguation wsd,1,1,1.0
wsd domains,1,1,1.0
domains was,1,1,1.0
was investigated,1,1,1.0
investigated to,1,1,1.0
to alleviate,1,1,1.0
alleviate the,1,1,1.0
the complications,1,1,1.0
complications introduced,1,1,1.0
by ances,1,1,1.0
ances the,1,1,1.0
authors proposed,1,1,1.0
technique to,1,1,1.0
improve active,1,1,1.0
learning performance,6,1,6.0
anced wsd,1,1,1.0
wsd applications,1,1,1.0
applications iii,1,1,1.0
iii ramob,1,1,1.0
ramob oost,13,1,13.0
oost framework,1,1,1.0
framework i,1,1,1.0
i ntegration,1,1,1.0
ntegration of,1,1,1.0
generation and,1,1,1.0
and boosting,1,1,1.0
boosting ensemble,1,1,1.0
learning preliminaries,1,1,1.0
preliminaries for,1,1,1.0
for ramoboost,8,1,8.0
ramoboost various,1,1,1.0
techniques exist,1,1,1.0
exist for,1,1,1.0
for quantizing,1,1,1.0
quantizing the,1,1,1.0
learning culty,1,1,1.0
culty level,1,1,1.0
example accord,1,1,1.0
accord ing,2,1,2.0
majority cases,8,1,8.0
an intuitive,1,1,1.0
intuitive method,1,1,1.0
be formulated,2,1,2.0
formulated as,1,1,1.0
follows first,1,1,1.0
first l,1,1,1.0
l ocate,1,1,1.0
ocate the,1,1,1.0
the center,3,1,3.0
center mean,1,1,1.0
the featur,1,1,1.0
featur e,1,1,1.0
e space,1,1,1.0
then calculate,1,1,1.0
between each,1,1,1.0
minority example,30,1,30.0
center the,2,1,2.0
of minimal,2,1,2.0
minimal distanced,1,1,1.0
distanced minority,1,1,1.0
examples up,1,1,1.0
some threshold,1,1,1.0
threshold then,1,1,1.0
then would,1,1,1.0
would represent,1,1,1.0
informative examples,1,1,1.0
examples fig,2,1,2.0
a illustrates,1,1,1.0
illustrates this,2,1,2.0
idea in,2,1,2.0
this ﬁgure,2,1,2.0
ﬁgure the,1,1,1.0
the stars,1,1,1.0
stars and,1,1,1.0
and circles,1,1,1.0
circles represent,1,1,1.0
classes respectively,1,1,1.0
respectively and,2,1,2.0
triangle within,1,1,1.0
data sents,1,1,1.0
sents the,1,1,1.0
the approximate,1,1,1.0
approximate center,1,1,1.0
euclidean distances,1,1,1.0
examples a,2,1,2.0
d and,1,1,1.0
class center,1,1,1.0
center would,1,1,1.0
be calculated,1,1,1.0
calculated respectively,1,1,1.0
respectively as,1,1,1.0
as efﬁcient,1,1,1.0
efﬁcient as,1,1,1.0
it appears,1,1,1.0
appears this,1,1,1.0
method exhibits,1,1,1.0
exhibits a,1,1,1.0
critical ﬂaw,1,1,1.0
ﬂaw it,1,1,1.0
no disjuncts,1,1,1.0
disjuncts within,1,1,1.0
class concept,1,1,1.0
concept otherwise,1,1,1.0
otherwise there,1,1,1.0
may ex,1,1,1.0
ex ist,1,1,1.0
ist several,1,1,1.0
several for,1,1,1.0
the task,1,1,1.0
task of,1,1,1.0
distance against,1,1,1.0
the centers,1,1,1.0
centers beco,1,1,1.0
beco mes,1,1,1.0
mes complicated,1,1,1.0
complicated and,1,1,1.0
and requires,1,1,1.0
requires careful,1,1,1.0
careful examination,1,1,1.0
examination we,1,1,1.0
we highlight,2,1,2.0
highlight this,1,1,1.0
fig b,2,1,2.0
b ieee,1,1,1.0
october a,2,1,2.0
c majority,1,1,1.0
majority cluster,2,1,2.0
cluster majority,1,1,1.0
cluster fig,1,1,1.0
fig cluster,1,1,1.0
distance calculation,1,1,1.0
calculation based,1,1,1.0
on euclidean,1,1,1.0
a int,1,1,1.0
int uitive,1,1,1.0
uitive approach,1,1,1.0
to decide,2,1,2.0
decide the,3,1,3.0
the infor,1,1,1.0
infor mative,1,1,1.0
mative data,1,1,1.0
data examples,2,1,2.0
examples based,1,1,1.0
on euclid,1,1,1.0
euclid ean,1,1,1.0
ean distance,1,1,1.0
distance b,1,1,1.0
b potential,1,1,1.0
potential dilemma,1,1,1.0
dilemma by,1,1,1.0
this in,2,1,2.0
in tuitive,1,1,1.0
tuitive approach,1,1,1.0
approach c,1,1,1.0
c proposed,1,1,1.0
proposed approach,1,1,1.0
approach by,1,1,1.0
using k,1,1,1.0
and using,1,1,1.0
the weight,3,1,3.0
weight to,1,1,1.0
informative data,1,1,1.0
examples generated,1,1,1.0
instance xi,2,1,2.0
xi xiˆ,1,1,1.0
xiˆ fig,1,1,1.0
fig synthetic,1,1,1.0
generation based,1,1,1.0
class contains,1,1,1.0
contains two,1,1,1.0
two clusters,1,1,1.0
example has,2,1,2.0
has to,1,1,1.0
to locate,1,1,1.0
locate its,1,1,1.0
its respective,1,1,1.0
respective closest,1,1,1.0
closest cluster,1,1,1.0
cluster center,1,1,1.0
center before,1,1,1.0
before calculating,1,1,1.0
calculating the,3,1,3.0
the dist,1,1,1.0
dist ance,1,1,1.0
ance to,1,1,1.0
majority center,1,1,1.0
center ramoboost,1,1,1.0
ramoboost targets,1,1,1.0
targets this,2,1,2.0
this ﬂaw,2,1,2.0
ﬂaw in,1,1,1.0
following way,1,1,1.0
way stead,1,1,1.0
stead of,1,1,1.0
of searching,1,1,1.0
searching for,1,1,1.0
center s,1,1,1.0
s of,1,1,1.0
majority dataset,1,1,1.0
dataset ramoboost,5,1,5.0
ramoboost determines,1,1,1.0
and assigns,1,1,1.0
assigns this,1,1,1.0
value as,1,1,1.0
information weight,1,1,1.0
weight we,1,1,1.0
we illustrate,1,1,1.0
fig c,4,1,4.0
c here,1,1,1.0
here the,1,1,1.0
the highlighted,1,1,1.0
highlighted areas,1,1,1.0
areas surrounded,1,1,1.0
surrounded by,1,1,1.0
by dashed,1,1,1.0
dashed circles,1,1,1.0
circles represents,1,1,1.0
search area,1,1,1.0
area for,1,1,1.0
d k,1,1,1.0
k n,1,1,1.0
n this,1,1,1.0
case accordingly,1,1,1.0
accordingly ther,1,1,1.0
ther e,1,1,1.0
e are,1,1,1.0
are and,1,1,1.0
four nearest,1,1,1.0
d respectively,1,1,1.0
respectively this,2,1,2.0
means the,1,1,1.0
be located,1,1,1.0
located near,1,1,1.0
a example,1,1,1.0
samples should,1,1,1.0
for to,3,1,3.0
to force,1,1,1.0
force the,1,1,1.0
the ﬁnal,6,1,6.0
ﬁnal learning,2,1,2.0
learning hypothesis,1,1,1.0
hypothesis to,1,1,1.0
more focused,3,1,3.0
the difﬁcult,2,1,2.0
difﬁcult learning,1,1,1.0
learning regions,1,1,1.0
regions our,1,1,1.0
work adaptive,1,1,1.0
synthetic adasyn,1,1,1.0
adasyn also,5,1,5.0
applies a,1,1,1.0
similar idea,1,1,1.0
idea to,1,1,1.0
the difﬁculty,1,1,1.0
difﬁculty level,1,1,1.0
difference is,1,1,1.0
that instead,1,1,1.0
of directly,2,1,2.0
directly specifying,1,1,1.0
specifying the,1,1,1.0
example as,1,1,1.0
adasyn ramoboost,1,1,1.0
adopts this,1,1,1.0
this mechanism,1,1,1.0
mechanism to,1,1,1.0
to determi,1,1,1.0
determi ne,1,1,1.0
ne the,1,1,1.0
generating the,3,1,3.0
instances before,1,1,1.0
before presenting,1,1,1.0
presenting the,2,1,2.0
the details,2,1,2.0
ramoboost algorithm,3,1,3.0
algorithm we,2,1,2.0
we brieﬂy,1,1,1.0
brieﬂy discuss,1,1,1.0
generation mechanisms,2,1,2.0
mechanisms of,1,1,1.0
adasyn which,1,1,1.0
which motivated,1,1,1.0
motivated the,1,1,1.0
work presented,1,1,1.0
can provide,2,1,2.0
better understanding,1,1,1.0
of ramoboost,20,1,20.0
ramoboost in,1,1,1.0
data where,1,1,1.0
a parameter,1,1,1.0
parameter are,1,1,1.0
are adasyn,1,1,1.0
smote fig,1,1,1.0
instance proportions,1,1,1.0
proportions for,1,1,1.0
adasyn identiﬁed,1,1,1.0
identiﬁed for,1,1,1.0
the are,1,1,1.0
are deﬁned,1,1,1.0
k instances,1,1,1.0
instances such,1,1,1.0
example under,9,1,9.0
under consideration,11,1,11.0
consideration and,3,1,3.0
minority set,1,1,1.0
set are,1,1,1.0
minimal length,1,1,1.0
length along,1,1,1.0
space synthetic,1,1,1.0
then created,1,1,1.0
selecting one,1,1,1.0
neighbors and,1,1,1.0
and multiplying,1,1,1.0
multiplying the,1,1,1.0
corresponding feature,1,1,1.0
feature vector,3,1,3.0
vector difference,1,1,1.0
difference with,1,1,1.0
between xnew,1,1,1.0
xnew xi,1,1,1.0
xi ˆxi,1,1,1.0
ˆxi xi,1,1,1.0
where xi,1,1,1.0
consideration ˆxi,1,1,1.0
ˆxi is,1,1,1.0
neighbors minority,1,1,1.0
for xi,1,1,1.0
xi a,1,1,1.0
number therefore,1,1,1.0
resulting synthetic,1,1,1.0
instance according,1,1,1.0
to is,1,1,1.0
point along,1,1,1.0
line segment,1,1,1.0
segment joining,1,1,1.0
joining the,1,1,1.0
the example,2,1,2.0
consideration xi,1,1,1.0
the randomly,3,1,3.0
selected k,1,1,1.0
neighbor ˆxi,1,1,1.0
ˆxi fig,1,1,1.0
fig illustrates,1,1,1.0
procedure in,2,1,2.0
way smote,1,1,1.0
generates the,1,1,1.0
minority exam,1,1,1.0
exam ple,1,1,1.0
ple uniform,1,1,1.0
uniform di,1,1,1.0
di stribution,1,1,1.0
stribution adasyn,1,1,1.0
also uses,1,1,1.0
uses feature,1,1,1.0
feature int,1,1,1.0
