,gram_count,document_count,Average_freq
two approaches to,1,1,1.0
approaches to the,1,1,1.0
to the standard,1,1,1.0
the standard posed,1,1,1.0
standard posed technique,1,1,1.0
posed technique oef,1,1,1.0
technique oef s,1,1,1.0
oef s in,1,1,1.0
s in this,1,1,1.0
case the friedman,1,1,1.0
s test accepted,1,1,1.0
the that the,1,1,1.0
that the algorithms,1,1,1.0
algorithms perform larly,1,1,1.0
perform larly for,1,1,1.0
larly for acc,1,1,1.0
gm from these,1,1,1.0
from these results,2,1,2.0
these results it,2,1,2.0
results it can,2,1,2.0
that both methods,1,1,1.0
both methods outperform,1,1,1.0
methods outperform the,1,1,1.0
outperform the standard,1,1,1.0
the standard proposal,1,1,1.0
standard proposal or,1,1,1.0
proposal or at,1,1,1.0
or at least,1,1,1.0
at least yield,1,1,1.0
least yield similar,1,1,1.0
yield similar performance,1,1,1.0
similar performance when,1,1,1.0
performance when considering,1,1,1.0
when considering acc,1,1,1.0
considering acc t,1,1,1.0
able vii mean,1,1,1.0
vii mean ranking,1,1,1.0
ranking results obtained,1,1,1.0
obtained by oef,1,1,1.0
by oef s,1,1,1.0
oef s ocp,3,1,3.0
s ocp l,3,1,3.0
op mkl ranking,1,1,1.0
mkl ranking oef,1,1,1.0
ocp l op,1,1,1.0
l op mkl,1,1,1.0
op mkl acc,1,1,1.0
mkl acc gm,1,1,1.0
α gm the,1,1,1.0
gm the holm,1,1,1.0
test for multiple,1,1,1.0
has been also,1,1,1.0
been also plied,1,1,1.0
also plied see,1,1,1.0
plied see t,1,1,1.0
t able viii,2,1,2.0
able viii for,1,1,1.0
viii for both,1,1,1.0
for both ocp,1,1,1.0
mkl the test,1,1,1.0
there are statistically,2,1,2.0
are statistically signiﬁcant,2,1,2.0
gm when compared,1,1,1.0
compared to oef,1,1,1.0
to oef s,1,1,1.0
oef s indicating,1,1,1.0
s indicating that,1,1,1.0
indicating that preferential,1,1,1.0
that preferential is,1,1,1.0
preferential is preferable,1,1,1.0
is preferable over,1,1,1.0
preferable over the,1,1,1.0
over the uniform,1,1,1.0
the uniform one,1,1,1.0
uniform one although,1,1,1.0
one although the,1,1,1.0
although the strategy,1,1,1.0
the strategy obtains,1,1,1.0
strategy obtains very,1,1,1.0
obtains very good,1,1,1.0
good results the,1,1,1.0
results the multiple,1,1,1.0
the multiple kernel,1,1,1.0
multiple kernel strategy,1,1,1.0
kernel strategy yields,1,1,1.0
strategy yields slightly,1,1,1.0
yields slightly better,1,1,1.0
slightly better performance,1,1,1.0
better performance there,1,1,1.0
performance there are,1,1,1.0
for α t,2,1,2.0
α t able,1,1,1.0
able viii results,1,1,1.0
viii results of,1,1,1.0
procedure using ocp,1,1,1.0
using ocp l,1,1,1.0
mkl as control,1,1,1.0
control methods when,1,1,1.0
methods when compared,1,1,1.0
compared to other,4,2,2.0
to other methods,2,2,1.0
other methods corrected,1,1,1.0
methods corrected α,1,1,1.0
method and ordered,1,1,1.0
and ordered by,1,1,1.0
i cm op,1,1,1.0
cm op mkl,1,1,1.0
op mkl gm,1,1,1.0
mkl gm i,1,1,1.0
method pi oef,2,1,2.0
pi oef s,2,1,2.0
ocp l cm,1,1,1.0
l cm ocp,1,1,1.0
cm ocp l,1,1,1.0
ocp l gm,1,1,1.0
l gm i,1,1,1.0
oef s op,1,1,1.0
s op mkl,1,1,1.0
op mkl win,1,1,1.0
mkl win or,1,1,1.0
with statistical cant,1,1,1.0
statistical cant difference,1,1,1.0
cant difference for,1,1,1.0
for α win,1,1,1.0
α win or,1,1,1.0
α t o,1,1,1.0
analyse the most,1,1,1.0
the most appropriate,1,1,1.0
most appropriate region,1,1,1.0
appropriate region for,1,1,1.0
region for we,1,1,1.0
for we analyse,1,1,1.0
we analyse the,1,1,1.0
analyse the optimal,1,1,1.0
the optimal β,1,1,1.0
optimal β values,1,1,1.0
β values obtained,1,1,1.0
values obtained from,1,1,1.0
obtained from see,1,1,1.0
from see fig,1,1,1.0
see fig for,1,1,1.0
fig for the,1,1,1.0
for the histogram,1,1,1.0
the histogram recall,1,1,1.0
histogram recall that,1,1,1.0
recall that when,1,1,1.0
β points within,1,1,1.0
points within the,1,1,1.0
β points on,1,1,1.0
points on the,1,1,1.0
boundary or even,1,1,1.0
or even on,1,1,1.0
even on the,1,1,1.0
the other side,1,1,1.0
other side of,1,1,1.0
the hyperplane are,1,1,1.0
hyperplane are preferred,1,1,1.0
be chosen it,1,1,1.0
chosen it can,1,1,1.0
seen that for,1,1,1.0
that for most,1,1,1.0
for most datasets,1,1,1.0
most datasets within,1,1,1.0
datasets within interior,1,1,1.0
within interior of,1,1,1.0
interior of the,1,1,1.0
class is preferable,1,1,1.0
is preferable moreover,1,1,1.0
preferable moreover note,1,1,1.0
moreover note that,1,1,1.0
that for a,1,1,1.0
for a relatively,1,1,1.0
a relatively large,1,1,1.0
relatively large number,1,1,1.0
of datasets the,1,1,1.0
datasets the choice,1,1,1.0
the choice is,1,1,1.0
choice is uniform,1,1,1.0
is uniform however,1,1,1.0
uniform however this,1,1,1.0
however this could,1,1,1.0
this could mean,1,1,1.0
could mean that,1,1,1.0
mean that uniform,1,1,1.0
that uniform sampling,1,1,1.0
uniform sampling could,1,1,1.0
sampling could be,1,1,1.0
could be feasible,1,1,1.0
be feasible in,1,1,1.0
feasible in some,1,1,1.0
some cases for,1,1,1.0
cases for in,1,1,1.0
feature space because,1,1,1.0
space because of,1,1,1.0
of the improved,2,1,2.0
the improved data,1,1,1.0
improved data separation,1,1,1.0
data separation finally,1,1,1.0
separation finally to,1,1,1.0
finally to study,1,1,1.0
study the computational,1,1,1.0
cost of preferential,1,1,1.0
of preferential we,1,1,1.0
preferential we included,1,1,1.0
we included a,1,1,1.0
included a small,1,1,1.0
a small comparison,1,1,1.0
small comparison of,1,1,1.0
comparison of oefs,1,1,1.0
of oefs and,1,1,1.0
oefs and opmkl,1,1,1.0
and opmkl using,1,1,1.0
opmkl using only,1,1,1.0
using only a,1,1,1.0
only a data,1,1,1.0
a data partition,1,1,1.0
data partition the,1,1,1.0
partition the dataset,1,1,1.0
the dataset chosen,1,1,1.0
dataset chosen is,1,1,1.0
chosen is haberman,1,1,1.0
is haberman and,1,1,1.0
haberman and the,1,1,1.0
and the time,1,1,1.0
the time is,1,1,1.0
time is reported,1,1,1.0
is reported in,1,1,1.0
terms of seconds,1,1,1.0
of seconds fig,1,1,1.0
seconds fig histogram,1,1,1.0
the mean values,1,1,1.0
mean values for,1,1,1.0
for the beta,1,1,1.0
the beta parameter,1,1,1.0
beta parameter used,1,1,1.0
parameter used in,1,1,1.0
process the x,1,1,1.0
the x coordinate,1,1,1.0
x coordinate represents,1,1,1.0
coordinate represents the,1,1,1.0
represents the different,1,1,1.0
the different mean,1,1,1.0
different mean β,1,1,1.0
mean β values,1,1,1.0
β values chosen,1,1,1.0
values chosen for,1,1,1.0
each dataset related,1,1,1.0
dataset related to,1,1,1.0
related to preferential,1,1,1.0
to preferential and,1,1,1.0
preferential and the,1,1,1.0
and the y,1,1,1.0
the y the,1,1,1.0
y the number,1,1,1.0
where the value,1,1,1.0
the value was,1,1,1.0
from the process,1,1,1.0
the process needed,1,1,1.0
process needed to,1,1,1.0
needed to the,1,1,1.0
the data of,1,1,1.0
data of parameters,1,1,1.0
of parameters is,1,1,1.0
parameters is not,1,1,1.0
is not considered,1,1,1.0
not considered according,1,1,1.0
considered according to,1,1,1.0
to this the,1,1,1.0
this the results,1,1,1.0
results are the,1,1,1.0
are the following,1,1,1.0
the following for,1,1,1.0
following for oefs,1,1,1.0
for oefs and,1,1,1.0
oefs and for,1,1,1.0
and for opmkl,1,1,1.0
for opmkl from,1,1,1.0
opmkl from these,1,1,1.0
that the computational,2,2,1.0
the computational time,3,2,1.5
computational time is,1,1,1.0
time is affordable,1,1,1.0
is affordable vii,1,1,1.0
affordable vii c,1,1,1.0
vii c o,1,1,1.0
o n c,1,1,1.0
n c l,1,1,1.0
c l u,1,1,1.0
l u s,1,1,1.0
u s i,1,1,1.0
s i o,1,1,1.0
o n s,1,1,1.0
n s this,1,1,1.0
s this paper,1,1,1.0
this paper explores,1,1,1.0
paper explores the,1,1,1.0
explores the notion,1,1,1.0
notion of in,1,1,1.0
function to deal,1,1,1.0
with imbalanced classiﬁcation,1,1,1.0
imbalanced classiﬁcation problems,1,1,1.0
classiﬁcation problems since,1,1,1.0
problems since the,1,1,1.0
directly accessible the,1,1,1.0
accessible the empirical,1,1,1.0
space is used,1,1,1.0
is used a,1,1,1.0
used a euclidean,1,1,1.0
euclidean space that,1,1,1.0
space that preserves,1,1,1.0
that preserves the,1,1,1.0
preserves the structure,1,1,1.0
the structure of,1,1,1.0
space is tackled,1,1,1.0
is tackled by,1,1,1.0
tackled by convex,1,1,1.0
by convex tion,1,1,1.0
convex tion of,1,1,1.0
tion of patterns,1,1,1.0
patterns as usually,1,1,1.0
as usually done,1,1,1.0
usually done in,1,1,1.0
done in the,1,1,1.0
in the and,1,1,1.0
the and we,1,1,1.0
and we focus,1,1,1.0
we focus on,1,1,1.0
on the paradigm,1,1,1.0
the paradigm of,1,1,1.0
paradigm of kernel,1,1,1.0
kernel methods w,1,1,1.0
methods w e,1,1,1.0
explore the ideas,1,1,1.0
the ideas of,1,1,1.0
ideas of in,1,1,1.0
space the optimisation,1,1,1.0
feature space by,1,1,1.0
space by kernel,1,1,1.0
by kernel learning,1,1,1.0
kernel learning and,1,1,1.0
learning and the,1,1,1.0
and the notion,1,1,1.0
notion of preferential,1,1,1.0
of preferential which,1,1,1.0
preferential which analyses,1,1,1.0
which analyses which,1,1,1.0
analyses which patterns,1,1,1.0
to be from,1,1,1.0
be from the,1,1,1.0
results of a,1,1,1.0
of a thorough,1,1,1.0
of experiments over,1,1,1.0
imbalanced datasets several,1,1,1.0
datasets several conclusions,1,1,1.0
be drawn ﬁrstly,1,1,1.0
drawn ﬁrstly in,1,1,1.0
ﬁrstly in the,1,1,1.0
space is seen,1,1,1.0
seen to yield,1,1,1.0
to yield better,1,1,1.0
yield better performance,1,1,1.0
performance than in,1,1,1.0
than in the,1,1,1.0
input space secondly,1,1,1.0
space secondly the,1,1,1.0
secondly the control,1,1,1.0
the control of,1,1,1.0
control of the,1,1,1.0
feature space could,2,1,2.0
space could lead,1,1,1.0
could lead to,1,1,1.0
lead to better,1,1,1.0
better results thirdly,1,1,1.0
results thirdly the,1,1,1.0
thirdly the kernel,1,1,1.0
the kernel used,1,1,1.0
kernel used inﬂuence,1,1,1.0
used inﬂuence the,1,1,1.0
inﬂuence the solution,1,1,1.0
solution to a,1,1,1.0
to a great,1,1,1.0
a great extent,1,1,1.0
great extent making,1,1,1.0
extent making advisable,1,1,1.0
advisable the optimisation,1,1,1.0
space structure although,1,1,1.0
structure although the,1,1,1.0
although the spherical,1,1,1.0
shown to perform,1,1,1.0
perform well for,1,1,1.0
well for several,1,1,1.0
for several cases,1,1,1.0
several cases and,1,1,1.0
cases and ﬁnally,1,1,1.0
and ﬁnally that,1,1,1.0
ﬁnally that there,1,1,1.0
that there exist,1,1,1.0
there exist some,2,2,1.0
exist some regions,1,1,1.0
the dataset which,1,1,1.0
dataset which should,1,1,1.0
which should be,1,1,1.0
be preferred for,1,1,1.0
preferred for and,1,1,1.0
for and that,1,1,1.0
and that multiple,1,1,1.0
that multiple kernel,1,1,1.0
learning techniques should,1,1,1.0
techniques should be,1,1,1.0
should be explored,1,1,1.0
the future with,1,1,1.0
future with the,1,1,1.0
with the purpose,2,1,2.0
purpose of the,1,1,1.0
of the authors,1,1,1.0
the authors would,1,1,1.0
authors would also,1,1,1.0
would also like,2,2,1.0
also like to,2,2,1.0
like to stress,1,1,1.0
to stress several,1,1,1.0
stress several lines,1,1,1.0
several lines of,1,1,1.0
lines of future,1,1,1.0
of future work,1,1,1.0
future work firstly,1,1,1.0
work firstly an,1,1,1.0
firstly an analytical,1,1,1.0
an analytical methodology,1,1,1.0
analytical methodology for,1,1,1.0
methodology for optimising,1,1,1.0
optimising the number,1,1,1.0
space could be,1,1,1.0
could be developed,2,1,2.0
be developed with,1,1,1.0
developed with the,1,1,1.0
purpose of secondly,1,1,1.0
of secondly considering,1,1,1.0
secondly considering a,1,1,1.0
considering a unique,1,1,1.0
a unique methodology,1,1,1.0
unique methodology combining,1,1,1.0
methodology combining the,1,1,1.0
combining the techniques,1,1,1.0
techniques proposed in,2,2,1.0
proposed in this,1,1,1.0
this paper could,1,1,1.0
paper could be,1,1,1.0
could be accomplished,1,1,1.0
be accomplished to,1,1,1.0
accomplished to analyse,1,1,1.0
to analyse how,1,1,1.0
analyse how these,1,1,1.0
how these methods,1,1,1.0
these methods could,1,1,1.0
methods could complement,1,1,1.0
could complement each,1,1,1.0
complement each other,1,1,1.0
each other furthermore,1,1,1.0
other furthermore in,1,1,1.0
furthermore in the,1,1,1.0
context of kernel,1,1,1.0
of kernel learning,1,1,1.0
kernel learning the,1,1,1.0
learning the sampling,1,1,1.0
could be incorporated,1,1,1.0
be incorporated in,1,1,1.0
incorporated in the,1,1,1.0
the kernel learning,1,1,1.0
kernel learning stage,1,1,1.0
learning stage to,1,1,1.0
stage to search,1,1,1.0
to search the,1,1,1.0
search the more,1,1,1.0
the more suitable,1,1,1.0
more suitable representation,1,1,1.0
suitable representation for,1,1,1.0
representation for performing,1,1,1.0
performing the not,1,1,1.0
the not only,1,1,1.0
only the better,1,1,1.0
the better class,1,1,1.0
better class separation,1,1,1.0
class separation finally,1,1,1.0
separation finally other,1,1,1.0
finally other intelligent,1,1,1.0
other intelligent optimisation,1,1,1.0
intelligent optimisation techniques,1,1,1.0
optimisation techniques could,1,1,1.0
be developed for,1,1,1.0
developed for the,1,1,1.0
generation of the,1,1,1.0
the synthetic patterns,1,1,1.0
synthetic patterns re,1,1,1.0
patterns re f,1,1,1.0
re f e,1,1,1.0
e n c,1,1,1.0
n c e,1,1,1.0
c e s,1,1,1.0
e s he,1,1,1.0
s he and,1,1,1.0
he and garcia,2,2,1.0
and garcia learning,2,2,1.0
data engineering vol,3,1,3.0
engineering vol pp,3,1,3.0
vol pp japkowicz,1,1,1.0
pp japkowicz and,1,1,1.0
japkowicz and stephen,1,1,1.0
and stephen the,1,1,1.0
stephen the class,1,1,1.0
imbalance problem a,1,1,1.0
problem a tematic,1,1,1.0
a tematic study,1,1,1.0
tematic study intelligent,1,1,1.0
study intelligent data,1,1,1.0
data analysis vol,1,1,1.0
analysis vol no,1,1,1.0
vol no pp,36,2,18.0
no pp v,2,2,1.0
pp v chawla,4,2,2.0
v chawla w,1,1,1.0
chawla w bowyer,1,1,1.0
w bowyer hall,1,1,1.0
bowyer hall and,2,2,1.0
hall and w,1,1,1.0
and w p,1,1,1.0
w p kegelmeyer,1,1,1.0
p kegelmeyer smote,1,1,1.0
journal of artiﬁcial,1,1,1.0
of artiﬁcial intelligence,1,1,1.0
artiﬁcial intelligence research,1,1,1.0
intelligence research vol,1,1,1.0
research vol no,3,1,3.0
no pp y,2,2,1.0
pp y t,1,1,1.0
y t ang,1,1,1.0
t ang y,1,1,1.0
ang y zhang,1,1,1.0
y zhang v,1,1,1.0
zhang v chawla,1,1,1.0
v chawla and,2,2,1.0
chawla and krasser,1,1,1.0
and krasser svms,1,1,1.0
krasser svms modeling,1,1,1.0
svms modeling for,1,1,1.0
modeling for highly,1,1,1.0
highly imbalanced classiﬁcation,1,1,1.0
imbalanced classiﬁcation ieee,1,1,1.0
classiﬁcation ieee transactions,2,1,2.0
and cybernetics p,2,1,2.0
cybernetics p art,2,1,2.0
p art b,1,1,1.0
art b cybernetics,1,1,1.0
b cybernetics vol,1,1,1.0
vol pp nguyen,1,1,1.0
pp nguyen w,1,1,1.0
nguyen w cooper,1,1,1.0
w cooper and,1,1,1.0
cooper and kamei,1,1,1.0
and kamei borderline,1,1,1.0
borderline for imbalanced,1,1,1.0
imbalanced data classiﬁcation,2,2,1.0
data classiﬁcation international,1,1,1.0
classiﬁcation international journal,1,1,1.0
soft data p,1,1,1.0
data p aradigms,1,1,1.0
p aradigms vol,1,1,1.0
aradigms vol no,1,1,1.0
no pp bunkhumpornpat,1,1,1.0
pp bunkhumpornpat sinapiromsaran,1,1,1.0
bunkhumpornpat sinapiromsaran and,1,1,1.0
sinapiromsaran and lursinsap,1,1,1.0
and lursinsap minority,1,1,1.0
imbalanced problem in,1,1,1.0
of the p,2,1,2.0
the p conference,1,1,1.0
p conference on,1,1,1.0
data mining bangkok,1,1,1.0
mining bangkok thailand,1,1,1.0
bangkok thailand april,1,1,1.0
thailand april pp,1,1,1.0
april pp he,1,1,1.0
pp he y,2,2,1.0
he y bai,2,2,1.0
y bai garcia,2,2,1.0
bai garcia and,2,2,1.0
garcia and li,2,2,1.0
and li adasyn,2,2,1.0
neural networks hong,1,1,1.0
networks hong kong,1,1,1.0
hong kong china,2,1,2.0
kong china pp,2,1,2.0
china pp barua,1,1,1.0
pp barua islam,2,1,2.0
barua islam and,1,1,1.0
islam and murase,1,1,1.0
and murase a,1,1,1.0
murase a novel,1,1,1.0
a novel synthetic,1,1,1.0
novel synthetic minority,1,1,1.0
oversampling technique for,2,1,2.0
technique for imbalanced,2,1,2.0
imbalanced data set,2,1,2.0
set learning in,1,1,1.0
learning in ings,1,1,1.0
on neural information,5,1,5.0
information processing shanghai,1,1,1.0
processing shanghai china,1,1,1.0
shanghai china nov,1,1,1.0
china nov pp,2,1,2.0
nov pp barua,1,1,1.0
barua islam y,1,1,1.0
islam y ao,1,1,1.0
y ao and,1,1,1.0
ao and murase,1,1,1.0
and murase mwmote,1,1,1.0
murase mwmote majority,1,1,1.0
mwmote majority weighted,1,1,1.0
majority weighted minority,1,1,1.0
weighted minority oversampling,1,1,1.0
set learning ieee,1,1,1.0
learning ieee transactions,1,1,1.0
vol pp galar,1,1,1.0
pp galar fern,2,1,2.0
galar fern barrenechea,2,1,2.0
fern barrenechea bustince,1,1,1.0
barrenechea bustince and,1,1,1.0
bustince and f,1,1,1.0
and f herrera,2,1,2.0
f herrera a,1,1,1.0
p art c,1,1,1.0
art c vol,1,1,1.0
c vol pp,1,1,1.0
vol pp jul,1,1,1.0
pp jul gantner,1,1,1.0
jul gantner and,1,1,1.0
gantner and learning,1,1,1.0
and learning methods,1,1,1.0
learning methods for,1,1,1.0
methods for imbalanced,1,1,1.0
imbalanced data in,1,1,1.0
of the national,1,1,1.0
the national joint,1,1,1.0
national joint conference,2,2,1.0
neural networks barcelona,1,1,1.0
networks barcelona spain,1,1,1.0
barcelona spain july,1,1,1.0
spain july pp,1,1,1.0
july pp boser,1,1,1.0
pp boser guyon,1,1,1.0
boser guyon and,1,1,1.0
guyon and v,1,1,1.0
and v v,2,1,2.0
v v apnik,2,1,2.0
v apnik a,1,1,1.0
apnik a training,1,1,1.0
a training algorithm,1,1,1.0
training algorithm for,1,1,1.0
algorithm for optimal,1,1,1.0
for optimal margin,1,1,1.0
optimal margin classiﬁers,1,1,1.0
margin classiﬁers in,1,1,1.0
classiﬁers in proceedings,1,1,1.0
the fifth annual,1,1,1.0
fifth annual acm,1,1,1.0
annual acm w,1,1,1.0
acm w orkshop,1,1,1.0
w orkshop on,1,1,1.0
orkshop on computational,1,1,1.0
on computational learning,1,1,1.0
computational learning theory,1,1,1.0
learning theory pittsburgh,2,1,2.0
theory pittsburgh p,1,1,1.0
pittsburgh p a,1,1,1.0
p a july,1,1,1.0
a july pp,1,1,1.0
july pp cortes,1,1,1.0
pp cortes and,1,1,1.0
cortes and v,1,1,1.0
v apnik networks,1,1,1.0
apnik networks machine,1,1,1.0
machine learning vol,1,1,1.0
learning vol no,1,1,1.0
no pp zeng,1,1,1.0
pp zeng and,1,1,1.0
zeng and gao,1,1,1.0
and gao improving,1,1,1.0
gao improving svm,1,1,1.0
improving svm classiﬁcation,1,1,1.0
svm classiﬁcation with,1,1,1.0
classiﬁcation with imbalance,1,1,1.0
with imbalance data,1,1,1.0
imbalance data set,1,1,1.0
data set in,1,1,1.0
set in proceedings,1,1,1.0
information processing bangkok,1,1,1.0
processing bangkok thailand,1,1,1.0
bangkok thailand pp,1,1,1.0
thailand pp scholkopf,1,1,1.0
pp scholkopf and,1,1,1.0
scholkopf and smola,1,1,1.0
and smola learning,1,1,1.0
smola learning with,1,1,1.0
learning with kernels,1,1,1.0
with kernels support,1,1,1.0
kernels support v,1,1,1.0
ector machines regularization,1,1,1.0
machines regularization optimization,1,1,1.0
regularization optimization and,1,1,1.0
optimization and beyond,1,1,1.0
and beyond cambridge,1,1,1.0
beyond cambridge ma,1,1,1.0
cambridge ma usa,1,1,1.0
ma usa mit,1,1,1.0
usa mit press,1,1,1.0
mit press sch,1,1,1.0
press sch mika,1,1,1.0
sch mika burges,1,1,1.0
mika burges p,1,1,1.0
burges p knirsch,1,1,1.0
p knirsch m,1,1,1.0
knirsch m r,1,1,1.0
m r and,1,1,1.0
r and smola,1,1,1.0
and smola input,1,1,1.0
smola input space,1,1,1.0
input space versus,1,1,1.0
space versus feature,1,1,1.0
versus feature space,1,1,1.0
space in based,1,1,1.0
in based methods,1,1,1.0
based methods ieee,1,1,1.0
methods ieee transactions,2,1,2.0
neural networks vol,15,2,7.5
networks vol pp,3,1,3.0
vol pp xiong,1,1,1.0
pp xiong swamy,1,1,1.0
xiong swamy and,1,1,1.0
swamy and ahmad,1,1,1.0
and ahmad optimizing,1,1,1.0
ahmad optimizing the,1,1,1.0
optimizing the kernel,1,1,1.0
the kernel in,1,1,1.0
feature space ieee,1,1,1.0
space ieee transactions,1,1,1.0
vol pp march,1,1,1.0
pp march cristianini,1,1,1.0
march cristianini kandola,1,1,1.0
cristianini kandola elisseeff,1,1,1.0
kandola elisseeff and,1,1,1.0
elisseeff and aylor,1,1,1.0
and aylor on,1,1,1.0
aylor on target,1,1,1.0
on target alignment,1,1,1.0
target alignment in,1,1,1.0
alignment in proceedings,1,1,1.0
processing systems v,2,1,2.0
systems v ancouver,2,1,2.0
v ancouver canada,2,1,2.0
ancouver canada pp,1,1,1.0
canada pp cortes,1,1,1.0
pp cortes mohri,1,1,1.0
cortes mohri and,1,1,1.0
mohri and rostamizadeh,1,1,1.0
and rostamizadeh algorithms,1,1,1.0
rostamizadeh algorithms for,1,1,1.0
algorithms for learning,2,2,1.0
for learning kernels,1,1,1.0
learning kernels based,1,1,1.0
kernels based on,1,1,1.0
based on centered,1,1,1.0
on centered alignment,1,1,1.0
centered alignment journal,1,1,1.0
alignment journal of,1,1,1.0
learning research vol,4,1,4.0
no pp akbani,1,1,1.0
pp akbani kwek,1,1,1.0
akbani kwek and,1,1,1.0
kwek and japkowicz,1,1,1.0
and japkowicz applying,1,1,1.0
japkowicz applying support,1,1,1.0
applying support vector,1,1,1.0
vector machines to,1,1,1.0
machines to imbalanced,1,1,1.0
to imbalanced datasets,1,1,1.0
imbalanced datasets in,3,2,1.5
datasets in proceedings,1,1,1.0
of the european,1,1,1.0
the european conference,1,1,1.0
machine learning pisa,1,1,1.0
learning pisa italy,1,1,1.0
pisa italy pp,1,1,1.0
italy pp y,1,1,1.0
pp y liu,2,2,1.0
y liu an,1,1,1.0
liu an and,1,1,1.0
an and huang,1,1,1.0
and huang boosting,1,1,1.0
huang boosting prediction,1,1,1.0
boosting prediction accuracy,1,1,1.0
prediction accuracy on,1,1,1.0
accuracy on balanced,1,1,1.0
on balanced datasets,1,1,1.0
balanced datasets with,1,1,1.0
datasets with svm,1,1,1.0
ensembles in proceedings,1,1,1.0
the p asia,1,1,1.0
p asia conference,1,1,1.0
asia conference on,1,1,1.0
data mining singapore,1,1,1.0
mining singapore april,1,1,1.0
singapore april pp,1,1,1.0
april pp p,1,1,1.0
pp p kang,1,1,1.0
p kang and,1,1,1.0
kang and cho,1,1,1.0
and cho eus,1,1,1.0
cho eus svms,1,1,1.0
eus svms ensemble,1,1,1.0
svms ensemble of,1,1,1.0
ensemble of svms,1,1,1.0
of svms for,1,1,1.0
svms for data,1,1,1.0
for data imbalance,1,1,1.0
data imbalance problems,1,1,1.0
imbalance problems in,1,1,1.0
problems in proceedings,1,1,1.0
information processing hong,1,1,1.0
processing hong kong,1,1,1.0
china pp hong,1,1,1.0
pp hong chen,2,2,1.0
hong chen and,2,2,1.0
chen and harris,2,2,1.0
and harris a,2,2,1.0
harris a classiﬁer,2,2,1.0
classiﬁer for imbalanced,2,2,1.0
data sets ieee,2,2,1.0
sets ieee transactions,1,1,1.0
vol pp wu,1,1,1.0
wu and y,4,2,2.0
and y chang,3,2,1.5
y chang kba,2,2,1.0
chang kba kernel,2,2,1.0
kba kernel boundary,2,2,1.0
kernel boundary alignment,2,2,1.0
boundary alignment ering,1,1,1.0
alignment ering imbalanced,1,1,1.0
ering imbalanced data,1,1,1.0
imbalanced data distribution,3,2,1.5
data distribution ieee,2,2,1.0
distribution ieee transactions,1,1,1.0
vol pp june,1,1,1.0
pp june adaptive,1,1,1.0
june adaptive conformal,1,1,1.0
adaptive conformal transformation,1,1,1.0
conformal transformation for,1,1,1.0
transformation for anced,1,1,1.0
for anced data,3,2,1.5
anced data learning,1,1,1.0
data learning in,1,1,1.0
of the t,1,1,1.0
the t wentieth,1,1,1.0
t wentieth international,1,1,1.0
wentieth international conference,1,1,1.0
machine learning w,1,1,1.0
learning w ashington,1,1,1.0
w ashington usa,1,1,1.0
ashington usa pp,1,1,1.0
usa pp y,1,1,1.0
pp y uan,1,1,1.0
y uan li,1,1,1.0
uan li and,1,1,1.0
li and zhang,2,2,1.0
and zhang learning,2,2,1.0
zhang learning concepts,2,2,1.0
learning concepts from,2,2,1.0
concepts from large,2,2,1.0
from large scale,2,2,1.0
large scale imbalanced,2,2,1.0
scale imbalanced data,2,2,1.0
sets using support,2,2,1.0
using support cluster,2,2,1.0
support cluster machines,3,2,1.5
cluster machines in,2,2,1.0
of the annual,2,1,2.0
the annual acm,1,1,1.0
annual acm international,1,1,1.0
acm international conference,1,1,1.0
conference on multimedia,1,1,1.0
on multimedia new,1,1,1.0
multimedia new y,1,1,1.0
y ork usa,1,1,1.0
ork usa pp,1,1,1.0
usa pp t,1,1,1.0
pp t cover,1,1,1.0
t cover and,1,1,1.0
cover and p,1,1,1.0
and p hart,1,1,1.0
p hart nearest,1,1,1.0
hart nearest neighbor,1,1,1.0
nearest neighbor pattern,1,1,1.0
neighbor pattern classiﬁcation,1,1,1.0
pattern classiﬁcation ieee,1,1,1.0
information theory vol,1,1,1.0
theory vol pp,1,1,1.0
vol pp w,1,1,1.0
pp w johnson,1,1,1.0
w johnson and,1,1,1.0
johnson and riess,1,1,1.0
and riess numerical,1,1,1.0
riess numerical analysis,1,1,1.0
numerical analysis reading,1,1,1.0
analysis reading mass,1,1,1.0
reading mass esley,1,1,1.0
mass esley pub,1,1,1.0
esley pub t,1,1,1.0
pub t y,1,1,1.0
t y kwok,1,1,1.0
y kwok and,1,1,1.0
kwok and w,1,1,1.0
and w tsang,1,1,1.0
w tsang the,1,1,1.0
tsang the problem,1,1,1.0
the problem in,1,1,1.0
problem in kernel,1,1,1.0
in kernel methods,1,1,1.0
kernel methods ieee,1,1,1.0
networks vol no,12,2,6.0
no pp nov,1,1,1.0
pp nov braun,1,1,1.0
nov braun buhmann,1,1,1.0
braun buhmann and,1,1,1.0
buhmann and m,1,1,1.0
and m on,1,1,1.0
m on relevant,1,1,1.0
on relevant dimensions,1,1,1.0
relevant dimensions in,1,1,1.0
dimensions in kernel,1,1,1.0
in kernel feature,1,1,1.0
kernel feature spaces,1,1,1.0
feature spaces journal,1,1,1.0
spaces journal of,1,1,1.0
no pp smola,1,1,1.0
pp smola sch,1,1,1.0
smola sch and,1,1,1.0
sch and m,1,1,1.0
and m the,1,1,1.0
m the connection,1,1,1.0
the connection between,1,1,1.0
connection between regularization,1,1,1.0
between regularization operators,1,1,1.0
